date,content
2024-09-25 09:09:44,【24日北向资金成交1653.15亿元 占沪深两市总成交额的17.02%】24日北向资金成交1653.15亿元，占沪深两市总成交额的17.02%。沪深港通十大成交股方面，贵州茅台、紫金矿业、中国平安位列沪股通前三，成交额分别为52.07亿元、15.43亿元、14.15亿元；宁德时代、五粮液、迈瑞医疗位列深股通前三，成交额分别为35.12亿元、18.15亿元、15.88亿元。
2024-09-25 10:02:53,港股黄金股多数上涨，山东黄金(01787.HK)涨超4%，灵宝黄金(03330.HK)、招金矿业(01818.HK)、紫金矿业(02899.HK)涨超3%。
2024-09-25 10:14:22,【有色金属概念股震荡走强 常铝股份、焦作万方双双涨停】有色金属概念股震荡反弹，铝方向领涨，常铝股份、焦作万方双双涨停，盛达资源、兴业银锡涨超5%，闽发铝业、中国铝业、江西铜业、紫金矿业、北方铜业等跟涨。
2024-09-25 11:07:31,【利好政策“沸腾”，核心资产涨势延续，A50ETF华宝（159596）盘中大涨】9月25日，截止发稿，A50ETF华宝（159596）暴涨2.78%，成交额6695万元。十大重仓股全部上涨。比亚迪领涨超5%，美的集团涨超4%、宁德时代、紫金矿业等个股纷纷跟涨。光大证券表示，一方面，新增工具将有助于股票市场参与机构盘活现有资产。证券基金、保险公司作为股票市场重要的投资者，将有望借助中央银行提供的流动性，更积极地参与到市场交易之中，有助于市场交易的活跃度提升。中信证券研报指出，货币政策和金融监管三部委国新办发布会，公布了一揽子金融支持实体政策，提振市场信心的用意明显。有机构表示，政策组合拳发布后，投资者可积极寻找市场底部的布局机会，以期把握市场修复带来的机遇。
2024-09-30 14:21:13,紫金矿业成交额达100亿元，现涨5.31%。
2024-10-04 20:01:02,【紫金矿业：获摩根大通增持约2.22亿港元H股】据香港联交所披露易数据，紫金矿业(02899.HK)获摩根大通于9月30日以每股均价17.7961港元增持约1248万股，涉资约2.22亿港元。增持后，摩根大通最新持股数目约为4.31亿股，持股比例由6.98%上升至7.19%。
2024-10-07 08:56:30,【券商10月“金股”来了 宁德时代、美的集团最受青睐】券商10月投资组合日前陆续出炉。截至记者发稿，共有160只标的入围超过20家券商的10月月度“金股”组合，宁德时代、美的集团成为最受券商关注标的，紫金矿业、比亚迪、东方财富、新华保险、五粮液、恒玄科技、柳工等也获得多家券商联合推荐。展望即将到来的A股10月行情，机构研判利好或未完全出尽，当前仍可积极做多，10月应积极有为。具体配置上，建议关注A股成长股机遇，沿着政策支持和产业转型方向布局。（中国证券报）
2024-10-08 19:11:16,【四川黄金：股东紫金南方拟减持不超2%公司股份】四川黄金公告，紫金矿业集团南方投资有限公司计划在公告披露之日起15个交易日后的三个月内，以集中竞价及大宗交易方式合计减持公司股份不超过840万股，占公司总股本比例2%。紫金南方目前持有公司3758.4万股，占公司总股本比例8.95%。减持原因系自身资金需求，减持价格将根据减持时的二级市场价格确定。
2024-10-09 21:38:14,【中证A500ETF已大幅建仓！有个人投资者豪掷近3000万】今日晚间，嘉实中证A500ETF、银华中证A500ETF均发布上市交易公告，两只基金将于10月15日上市交易。截至10月8日，嘉实中证A500ETF股票仓位已达到85.37%，前十大重仓股中，对中国平安配置比例达到3.38%，宁德时代配置比例为2.85%，招商银行、美的集团、长江电力、五粮液、比亚迪、紫金矿业、兴业银行配置比例在1%以上。银华中证A500ETF股票仓位则达到44.87%。嘉实中证A500ETF持有人以机构为主，机构投资者持有的基金份额占比51.93%，其中嘉实基金自购10%。银华中证A500ETF的持有人则以个人为主，个人投资者持有的基金份额占比75.80%。从前十大持有人来看，两只中证A500ETF中，均出现多家私募基金和信托公司。值得关注的是，还有两位个人投资者现身，一位个人投资者持有2967.16万份，另一位持有人1000万份（每份认购价格为1元）。
2024-10-09 21:38:32,【中证A500ETF已大幅建仓！有个人投资者豪掷近3000万】今日晚间，嘉实中证A500ETF、银华中证A500ETF均发布上市交易公告，两只基金将于10月15日上市交易。截至10月8日，嘉实中证A500ETF股票仓位已达到85.37%，前十大重仓股中，对中国平安配置比例达到3.38%，宁德时代配置比例为2.85%，招商银行、美的集团、长江电力、五粮液、比亚迪、紫金矿业、兴业银行配置比例在1%以上。银华中证A500ETF股票仓位则达到44.87%。嘉实中证A500ETF持有人以机构为主，机构投资者持有的基金份额占比51.93%，其中嘉实基金自购10%。银华中证A500ETF的持有人则以个人为主，个人投资者持有的基金份额占比75.80%。从前十大持有人来看，两只中证A500ETF中，均出现多家私募基金和信托公司。值得关注的是，还有两位个人投资者现身，一位个人投资者持有2967.16万份，另一位持有人1000万份（每份认购价格为1元）。
2024-10-10 14:33:52,【招商证券：紫金矿业海外并购再下一城，维持“强烈推荐”评级】招商证券研报指出，紫金矿业(601899.SH)境外全资子公司金源国际拟出资10亿美元（约合人民币70.71亿元），收购纽蒙特全资子公司Newmont Golden RidgeLtd 100%股权，标的公司拥有加纳Akyem金矿项目100%权益。Akyem金矿位于世界主要黄金成矿带上，属典型的造山型金矿。认为此次交易若成功落地将进一步提升公司资源储备和矿产金产量，助力公司未来五年规划产量目标的实现。预计2024-26年归母净利润312/363/407亿元，对应市盈率14/12/11倍，维持“强烈推荐”投资评级。
2024-10-10 19:36:08,【紫金矿业在新疆成立地质矿产勘查公司 注册资本1亿】天眼查App显示，近日，紫金矿业集团西北地质矿产勘查有限公司成立，法定代表人为刘光永，注册资本1亿人民币，经营范围含矿产资源勘查、建设工程勘察、测绘服务等。股东信息显示，该公司由紫金矿业（601899）、紫金矿业集团西北有限公司共同持股。
2024-10-11 12:12:53,【核心资产或更能应对不确定性，A50ETF华宝（159596）半日成交额超1.6亿元】10月11日，截止午盘，A50ETF华宝（159596）跌2.08%，成交额1.68亿元。十大重仓股涨跌互现。上涨方面，紫金矿业领涨，长江电力、招商银行跟涨。下跌方面，宁德时代、恒瑞医药领跌。消息面上，央行10月10日发布公告称，支持符合条件的证券、基金、保险公司以债券、股票ETF、沪深300成分股等资产为抵押，从人民银行换入国债、央行票据等高等级流动性资产。首期操作规模5000亿元，视情可进一步扩大操作规模。即日起，接受符合条件的证券、基金、保险公司申报。华福证券认为，924国新办新闻发布会和926会议政策“组合拳”直击股市和楼市，市场短期复苏预期充分，长期经济复苏确定，但是当下时点看中期的复苏节奏有不确定性。我们认为中国长期成长性或集中在全球化和自主可控，经济复苏或将加速全球化和自主可控节奏。美国开始降息，中国降准降息接踵而至，中美两国经济政策共振，两大经济体同步宽松，全球再通胀可能性较大，中短期中国经济复苏预期强劲。市场快速反弹后，拥有更强Alpha特征的核心资产或可用作应对节奏的不确定性。
2024-10-11 13:48:57,【招金矿业、紫金矿业等投资成立公司 注册资本9亿元】 企查查APP显示，山东招金瑞宁矿业有限公司成立，法定代表人为王乐译，注册资本为9亿元，经营范围包含：采矿行业高效节能技术研发；矿山机械销售；以自有资金从事投资活动；地质勘查技术服务。企查查股权穿透显示，该公司由山东招金集团有限公司、招金矿业、紫金矿业投资（上海）有限公司等共同持股。
2024-10-11 17:55:28,【山东招金瑞宁矿业有限公司成立，注册资本9亿元】天眼查App显示，10月10日，山东招金瑞宁矿业有限公司成立，法定代表人为王乐译，注册资本9亿人民币，经营范围为采矿行业高效节能技术研发、矿山机械销售、以自有资金从事投资活动、地质勘查技术服务。股东信息显示，该公司由山东招金集团有限公司、招金矿业（HK.01818）、宁波梅山保税港区冉盛盛通投资合伙企业（有限合伙）、紫金矿业（601899）旗下紫金矿业投资（上海）有限公司共同持股。
2024-10-14 15:34:43,【A股探底回升，A50ETF华宝（159596）大涨近2%，成交额超2.5亿元】10月14日，A50ETF华宝（159596）涨1.96%，成交额2.55亿元。十大重仓股涨多跌少。上涨方面，宁德时代领涨，美的集团、紫金矿业等个股纷纷跟涨。消息面上，财政部上周末表示，将在近期陆续推出一揽子有针对性增量政策举措，主要包括加力支持地方化解政府债务风险，较大规模增加债务额度、发行特别国债支持国有大型商业银行补充核心一级资本等四个方面。有分析称，宽基指数有望持续获市场关注。中信证券研报表示，财政政策是当前市场关注的焦点，财政部的政策表态整体超预期，政策思路的转变比力度的大小更重要；当前市场正处于预期大逆转向行情大拐点的过渡阶段，市场在前期脉冲式上涨后多空博弈加剧，场外增量资金的入场节奏放缓，但潜在入市资金规模依然较大，预计行情将逐步从资金面情绪驱动转换至基本面验证驱动，行情特征将从脉冲式涨跌换挡至企稳慢涨。
2024-10-14 15:35:25,【A股探底回升，A50ETF华宝（159596）大涨近2%，成交额超2.5亿元】10月14日，A50ETF华宝（159596）涨1.96%，成交额2.55亿元。十大重仓股涨多跌少。上涨方面，宁德时代领涨，美的集团、紫金矿业等个股纷纷跟涨。消息面上，财政部上周末表示，将在近期陆续推出一揽子有针对性增量政策举措，主要包括加力支持地方化解政府债务风险，较大规模增加债务额度、发行特别国债支持国有大型商业银行补充核心一级资本等四个方面。有分析称，宽基指数有望持续获市场关注。中信证券研报表示，财政政策是当前市场关注的焦点，财政部的政策表态整体超预期，政策思路的转变比力度的大小更重要；当前市场正处于预期大逆转向行情大拐点的过渡阶段，市场在前期脉冲式上涨后多空博弈加剧，场外增量资金的入场节奏放缓，但潜在入市资金规模依然较大，预计行情将逐步从资金面情绪驱动转换至基本面验证驱动，行情特征将从脉冲式涨跌换挡至企稳慢涨。
2024-10-16 15:13:46,"【黄金股普遍走强 山东黄金、招金矿业涨近5%】山东黄金、招金矿业涨近5%，中国黄金国际涨3%，紫金矿业涨2.55%。消息上，隔夜COMEX黄金期货上涨0.52%，报2679.5美元/盎司。COMEX白银期货涨0.18%，报31.685美元/盎司。今早沪金主力合约盘中摸高609.60元/克，再创历史新高。据一项对金银行业的调查，金价明年料攀升至纪录新高。在迈阿密参加伦敦金银市场协会(LBMA)年会的代表预计，到明年10月底金价将升至平均每盎司2,917.40美元，较当前水平上涨近10%。"
2024-10-16 15:24:09,【短期波动不改核心资产吸引力，A50ETF华宝（159596）或迎低位布局窗口期】10月16日，A50ETF华宝（159596）跌1.34%，成交额1.02亿元。十大重仓股涨跌互现。上涨方面，招商银行领涨，紫金矿业、中国平安跟涨。下跌方面，宁德时代、恒瑞医药领跌。有机构认为，牛市进入二阶段，强势震荡格局将会延续。经历了短期快速逼空行情之后，市场由单纯的情绪主导向题材和基本面主导转变。普涨阶段结束之后，市场关注点首先是三季报，随着公司财报陆续披露，基本面仍旧较差的公司面临较大的估值压力，少数基本面扎实，且有较高分红收益率的公司将会尤其受到市场青睐，随着央行创设工具的落地，市场对低估值优质股的关注度将会显著提升，进而对大部分权重蓝筹股形成明显利好。
2024-10-16 15:24:12,【短期波动不改核心资产吸引力，A50ETF华宝（159596）或迎低位布局窗口期】10月16日，A50ETF华宝（159596）跌1.34%，成交额1.02亿元。十大重仓股涨跌互现。上涨方面，招商银行领涨，紫金矿业、中国平安跟涨。下跌方面，宁德时代、恒瑞医药领跌。有机构认为，牛市进入二阶段，强势震荡格局将会延续。经历了短期快速逼空行情之后，市场由单纯的情绪主导向题材和基本面主导转变。普涨阶段结束之后，市场关注点首先是三季报，随着公司财报陆续披露，基本面仍旧较差的公司面临较大的估值压力，少数基本面扎实，且有较高分红收益率的公司将会尤其受到市场青睐，随着央行创设工具的落地，市场对低估值优质股的关注度将会显著提升，进而对大部分权重蓝筹股形成明显利好。
2024-10-16 15:24:43,【国联证券：紫金矿业收购优质金矿标的，维持“买入”评级】国联证券研报指出，紫金矿业(601899.SH)境外全资子公司金源国际日前与纽蒙特全资子公司Newmont Golden Ridge签署《股权收购协议》，金源国际拟出资10亿美元，收购Newmont Golden Ridge100%股权。公司是全球矿业巨头，世界级资源及产能配置将助力公司产量快速爬坡，矿产铜金产量有望实现高位再进阶。当前股价对应P/E分别为14.7/12.3/10.5倍，维持“买入”评级。
2024-10-18 17:42:47,【紫金矿业：前三季度归母净利润243.57亿元，同比增长50.68%】前三季度营收2303.96亿元，同比增长2.39%；归母净利润243.57亿元，同比增长50.68%；基本每股收益0.923元。业绩增长主要是公司生产运营管理能力稳步提升，主要矿产品产量实现增长，以及成本得到有效控制；同时公司对金属市场的研判能力进一步提升，充分享受了金属价格上涨带来的收益。1-9月，公司矿产金产量同比增加8%，矿产铜产量同比增加5%，矿产银产量同比增加7%，矿产锌产量同比下降4%；矿山企业毛利率为57.71%，同比增加7.42个百分点；综合毛利率为19.53%，同比增加4.37个百分点。
2024-10-18 17:43:31,"【紫金矿业：对西藏朱诺铜矿采选工程进行内部立项 总投资约83.93亿元】紫金矿业公告，董事会同意对西藏朱诺铜矿采选工程进行内部立项，总投资约人民币83.93亿元。项目采用露天开采方式，采选规模为1,800万吨/年，主要产品为铜精矿（含银）及钼精矿。该项目计划于2026年6月底建成投产，生产服务年限为26年，达产后年均产铜约7.6万吨、产银约19.7吨、产钼约1,188吨。目前，项目已取得多项开工前置核心手续。公司全资子公司西藏紫金实业有限公司已完成对项目公司5%股权的受让，公司持有项目公司的实际权益从48.591%提升至53.591%。"
2024-10-18 17:48:42,【紫金矿业：前三季度归母净利润243.57亿元，同比增长50.68%】前三季度营收2303.96亿元，同比增长2.39%；归母净利润243.57亿元，同比增长50.68%；基本每股收益0.923元。业绩增长主要是公司生产运营管理能力稳步提升，主要矿产品产量实现增长，以及成本得到有效控制；同时公司对金属市场的研判能力进一步提升，充分享受了金属价格上涨带来的收益。1-9月，公司矿产金产量同比增加8%，矿产铜产量同比增加5%，矿产银产量同比增加7%，矿产锌产量同比下降4%；矿山企业毛利率为57.71%，同比增加7.42个百分点；综合毛利率为19.53%，同比增加4.37个百分点。
2024-10-21 15:25:22,【LPR年内最大降幅！资金倾向于逢低布局，A50ETF华宝（159596）迎布局窗口期】10月21日，A50ETF华宝（159596）收涨0.45%，成交额3.37亿元。十大重仓股涨跌互现。上涨方面，紫金矿业领涨，比亚迪、宁德时代等跟涨。下跌方面，长江电力、中信证券领跌。资金流向方面，A50ETF华宝（159596）上一个交易日（10月18日）获资金净流入7696万元。消息面上，10月21日，最新一期贷款市场报价利率（LPR）今日出炉：5年期以上LPR为3.6%，上月为3.85%。1年期LPR为3.1%，上月为3.35%。这是今年以来LPR第三次下降，也是降幅最大的一次。华西证券分析称，行情并非一蹴而就，市场心态再度修正后，当前市场应更具备信心与耐心。与今年2月反弹行情不同的是，本轮行情中指数快速脱离底部，投资者思路也出现快速转变，大量场外资金倾向于逢低布局，使得当前阶段指数‘跌不深’。
2024-10-22 15:59:06,【分析师预计互换便利总成本低于2.5%，核心资产有望长期受益，A50ETF华宝（159596）涨近1%】10月22日，A50ETF华宝（159596）收涨0.72%，成交额2.17亿元。十大重仓股涨多跌少。上涨方面，美的集团领涨，贵州茅台、招商银行等跟涨。下跌方面，宁德时代、紫金矿业领跌。消息面上，10月21日下午，央行公告称，开展了证券、基金、保险公司互换便利首次操作。本次操作金额500亿元。通过采用费率招标方式，20家机构参与投标，最高投标费率50bp，最低投标费率10bp，中标费率为20bp。有观点认为，央行推出互换便利后，这些机构就可以有更多的资金，对自己看好的优质资产进行增持，从而有利于增强资本市场的韧性，维护市场的稳定。此外，有券商分析师预计机构参与互换便利的总成本低于2.5%，显著低于泛红利资产股息率，从套息交易角度来看，高股息、泛红利品种中长期有望因此受益。
2024-10-23 15:27:59,【大盘震荡走强，A50ETF华宝（159596）成交额1.6亿元，市场热度较高】10月23日，A股三大指数震荡走强，A50ETF华宝（159596）收涨0.54%，成交额1.6亿元。十大重仓股涨跌互现。上涨方面，中国平安领涨，贵州茅台、比亚迪等跟涨。下跌方面，紫金矿业、宁德时代领跌。有机构表示，经过本轮反弹，经济见底基本成为共识，市场估值从绝对低估到部分低估。市场后续逐步演化成结构性牛市是大概率事件。在政策向经济传导的过程中，市场难免会有波动。更长期来看，经济本身重回健康增长才是股市上涨的原动力。
2024-10-23 15:28:02,【大盘震荡走强，A50ETF华宝（159596）成交额1.6亿元，市场热度较高】10月23日，A股三大指数震荡走强，A50ETF华宝（159596）收涨0.54%，成交额1.6亿元。十大重仓股涨跌互现。上涨方面，中国平安领涨，贵州茅台、比亚迪等跟涨。下跌方面，紫金矿业、宁德时代领跌。有机构表示，经过本轮反弹，经济见底基本成为共识，市场估值从绝对低估到部分低估。市场后续逐步演化成结构性牛市是大概率事件。在政策向经济传导的过程中，市场难免会有波动。更长期来看，经济本身重回健康增长才是股市上涨的原动力。
2024-10-23 15:53:55,【机构称“重估牛”中期逻辑仍在，沪深300ETF南方（159925）收盘涨0.58%，成交额达5.9亿元】10月23日，沪深300ETF南方（159925）收盘涨0.58%，成交额5.90亿元。成份股涨跌互现，上涨方面，中国平安领涨，五粮液跟涨；下跌方面，紫金矿业领跌，宁德时代跟跌。中信建投表示，“重估牛”中期逻辑仍在，政策线索持续验证中。短期经济与政策预期修复，市场快速回调后逐步稳住阵脚，情绪有所改善。从中短期看，市场特征目前仍处第二段“拉锯战”，可用牛市中的震荡期来看待。投资者需要保持战略耐心，基本面复苏预期的确立还需要更多条件和时间。建议围绕主线核心公司，逢低布局。综合来看，沪深300ETF南方（159925）规模较大，流动性好，费率低，可一键布局A股核心资产，场外投资者可关注南方沪深300联接基金（A份额202015，C份额004342）。
2024-10-23 16:49:21,【QFII最新重仓股曝光 持仓紫金矿业超25亿元】上市公司三季报正在密集披露，QFII 2024年三季度末重仓股及持股变动情况浮出水面。Wind数据显示，截至10月22日，已有319家上市公司披露了三季报，其中有63家上市公司的前十大流通股东中出现了QFII的身影。三季度，QFII新进入30只股票的前十大流通股东序列，对18只股票的持股数增加。行业方面，QFII对有色金属行业的持仓市值超过30亿元，对基础化工、农林牧渔行业的持仓市值均超过10亿元。从QFII持仓市值排名看，对紫金矿业的持仓市值达25.94亿元，位居第一；对海大集团、卫星化学的持仓市值分居第二、三位，分别达8.52亿元、6.20亿元。此外，QFII对森麒麟、山金国际、华明装备持仓市值均超3亿元。（证券时报）
2024-10-23 16:50:22,【QFII最新重仓股曝光 持仓紫金矿业超25亿元】上市公司三季报正在密集披露，QFII 2024年三季度末重仓股及持股变动情况浮出水面。数据显示，截至10月22日，已有319家上市公司披露了三季报，其中有63家上市公司的前十大流通股东中出现了QFII的身影。三季度，QFII新进入30只股票的前十大流通股东序列，对18只股票的持股数增加。行业方面，QFII对有色金属行业的持仓市值超过30亿元，对基础化工、农林牧渔行业的持仓市值均超过10亿元。从QFII持仓市值排名看，对紫金矿业的持仓市值达25.94亿元，位居第一；对海大集团、卫星化学的持仓市值分居第二、三位，分别达8.52亿元、6.20亿元。此外，QFII对森麒麟、山金国际、华明装备持仓市值均超3亿元。（证券时报）
2024-10-23 16:51:32,【QFII最新重仓股曝光 持仓紫金矿业超25亿元】上市公司三季报正在密集披露，QFII 2024年三季度末重仓股及持股变动情况浮出水面。数据显示，截至10月22日，已有319家上市公司披露了三季报，其中有63家上市公司的前十大流通股东中出现了QFII的身影。三季度，QFII新进入30只股票的前十大流通股东序列，对18只股票的持股数增加。行业方面，QFII对有色金属行业的持仓市值超过30亿元，对基础化工、农林牧渔行业的持仓市值均超过10亿元。从QFII持仓市值排名看，对紫金矿业的持仓市值达25.94亿元，位居第一；对海大集团、卫星化学的持仓市值分居第二、三位，分别达8.52亿元、6.20亿元。此外，QFII对森麒麟、山金国际、华明装备持仓市值均超3亿元。（证券时报）
2024-10-23 17:53:49,【紫金矿业：短期锂价下跌有助于供需两端尽快实现再平衡】在第三季度业绩说明会上，紫金矿业管理层在分析碳酸锂后市行情及业务布局时表示，现阶段锂行业供应过剩局面未得到明显逆转，锂价跌势短期还将持续，价格的快速下跌有助于供需两端尽快实现再平衡。中长期全球新能源汽车、储能行业需求空间仍大，预计2030年全球碳酸锂需求将超过300万吨，随着本轮库存、产能出清周期的完成，未来需要相对合理的锂价来刺激锂供应释放从而响应需求的增长。公司将积极推进阿根廷3Q盐湖、西藏拉果错盐湖、湖南湘源锂矿建设，启动马诺诺锂矿东北部勘探开发，“两湖两矿”项目将使公司成为全球最重要的锂企业之一。（证券时报）
2024-10-23 20:30:58,【金价屡创新高但上下游“冰火两重” 】10月23日，上海黄金交易所Au99.99收盘价628.68元/克；截至发稿，WIND数据显示，伦敦金现2755.8美元/盎司，今年年内涨幅达33.6%，再破历史新高。不过，黄金上下游企业的悲喜并不相通，下游零售承压之时，上游金企赚得盆满钵满。 紫金矿业（601899）披露，第三季度营业收入增长7.11%，归属上市公司股东净利润为92.7亿元，同比增长58.17%；湖南黄金（002155）、山东黄金（600547）发布的前三季度业绩均预告净利润大幅增长。下游黄金珠宝上市企业中，目前已有周大福、六福集团披露今年第三季度经营数据。21世纪经济报道记者梳理发现，黄金价格屡攀新高使得两家黄金珠宝企业营业收入有不同幅度的缩窄。不少店铺关闭，与此同时，定价黄金饰品销售占比有所提升。为何金价上涨导致黄金销售终端不景气，但是黄金上游企业反而能迎来利润大幅增长？其原因在于“买涨不买跌”的黄金投资逻辑，虽然今年年内黄金价格已经屡屡创造历史新高，但是市场行情依然看涨，这让不少投资者选择在高位入局。中信建投证券宏观团队发文认为，近期黄金持续上涨受到多重因素支撑，包括地缘冲突升级、特定交易重启、全球仍处于新一轮货币宽松的路径中等因素。从短期来看，黄金价格后续上涨空间仍与避险情绪密切相关。（21财经）
2024-10-24 15:43:01,【大盘风格有望继续占优，A50ETF华宝（159596）成交额超1.7亿元】10月24日，受盘面影响，A50ETF华宝（159596）跌1.07%，成交额1.74亿元。成份股跌多涨少，恒瑞医药、紫金矿业、比亚迪等领跌。有专家表示，随着存量政策有效落实，一揽子增量政策加快推出并落地见效，经济回升向好态势将持续增强。银河证券认为，当前A股市场估值仍处于历史低位水平，中长期投资价值凸显。主题风格上，大盘风格有望继续占优，随着中长期资金入市，大盘股更适合承接其配置需求。
2024-10-24 15:43:04,【大盘风格有望继续占优，A50ETF华宝（159596）成交额超1.7亿元】10月24日，受盘面影响，A50ETF华宝（159596）跌1.07%，成交额1.74亿元。成份股跌多涨少，恒瑞医药、紫金矿业、比亚迪等领跌。有专家表示，随着存量政策有效落实，一揽子增量政策加快推出并落地见效，经济回升向好态势将持续增强。银河证券认为，当前A股市场估值仍处于历史低位水平，中长期投资价值凸显。主题风格上，大盘风格有望继续占优，随着中长期资金入市，大盘股更适合承接其配置需求。
2024-10-24 20:05:18,【外资最新重仓股揭晓，银行“小白马”被坚定持有14年，高毅资产盯上有色龙头】上市公司三季报正在密集披露，QFII最新一期重仓股及持股变动浮出水面。截至目前，共有104家公司三季度末前十大流通股东名单出现QFII的身影；分行业来看，这些公司主要聚集在基础化工、电力设备、电子、医药生物、机械设备等行业。截至三季度末，QFII重仓的公司合计持仓市值达到292.58亿元。18家公司获QFII持仓市值超1亿元，包括南京银行、紫金矿业、同花顺、海大集团、丽珠集团等。南京银行三季度末获QFII持仓市值186.39亿元，排在第一位，该股前十大流通股东全是机构投资者。知名QFII机构法国巴黎银行自2010年三季度末首次新进以来，累计持有南京银行长达14个年度。紫金矿业获QFII持仓市值达25.94亿元，排在第二位，前十大流通股东还出现了高毅资产旗下的1只基金和1只信托计划。同花顺获QFII持仓市值9.72亿元，排在第三位。
