date,content
2022-02-27 17:15:18,  【盐津铺子业绩快报：2021年净利同比下降37.89%】盐津铺子发布2021年度业绩快报，报告期内，公司实现营业收入22.82亿元，同比增长16.47%；实现归母净利1.50亿元元，同比下降37.89%；基本每股收益1.21元。2021年是公司转型升级年。第二季度因转型费用投入和原材料涨价等多种因素迭加而影响短期业绩，但公司应对及时应变合理，在7月8月经重新评估并优化调整后，第三季度和第四季度控制和保持了较为合理的费用投入，销售产品、销售渠道和销售区域同步进行结构性优化。
2022-03-17 10:53:42,食品饮料板块震荡走强，春雪食品、妙可蓝多、均瑶健康涨停，益客食品、桃李面包、安井食品、盐津铺子等涨超6%。
2022-03-30 21:09:25,  【盐津铺子：2021年净利同比降37.65% 拟10派10元】盐津铺子披露年报，2021年实现营业收入22.82亿元，同比增长16.47%；净利润1.51亿元，同比下降37.65%；基本每股收益1.21元。公司拟每10股派发红利10元（含税）。
2022-04-22 19:57:30,【盐津铺子：一季度净利润降25.15%】盐津铺子公告，2022年一季度净利润6139.95万元，同比下降25.15%；归属于上市公司股东的扣除非经常性损益的净利润4909.53万元，同比下降27.28%；基本每股收益0.49元。
2022-05-20 09:45:20,【食品加工制造板块异动拉升】食品加工制造板块异动拉升，阳光乳业涨超32％，千味央厨、中炬高新、盐津铺子、千禾味业等跟涨。
2022-06-29 09:43:45,食品加工制造板块异动拉升，一鸣食品涨停，来伊份涨超6%，天味食品、盐津铺子、海融科技、惠发食品等跟涨。
2022-07-14 15:57:03,  【盐津铺子：上半年净利同比预增152.97%-167.37%】盐津铺子公告，2022年上半年预计归母净利润1.23亿元-1.3亿元，同比增长152.97%-167.37%。
2022-08-15 18:23:20,【盐津铺子：第三季度净利同比预增151%-200%】盐津铺子公告，前三季度预计实现净利润2亿元-2.15亿元，同比增长159.85%-177.96%，其中第三季度净利润预计同比增长151.15%-199.99%；公司销售产品和销售渠道实现结构性持续优化，核心品类全渠道拓展实现稳健增长。
2022-08-17 07:11:09,【食品饮料公司“期中考”喜忧参半 绩优股获长钱追捧】8月16日，东鹏饮料、盐津铺子、承德露露等6家食品饮料公司半年报集中亮相，至此已有22家食品饮料公司提交上半年“答卷”。整体来看，上半年，受上游成本上涨、下游消费需求疲软以及物流不畅等因素影响，食品饮料上市公司生产经营面临较大挑战。从22家公司的半年报来看，一半公司实现了稳增长及高增长，一半公司业绩小幅下滑，整体上保持着较强的韧性和活力。展望下半年，随着原材料价格自高位回落，叠加消费旺季的到来，多数公司对下半年业绩较为乐观，部分公司有望迎来较强的利润修复和反弹。
2022-08-30 07:30:39,【热门赛道高景气度有望延续 多家公司前三季度业绩报喜】数据显示，截至8月29日18时，21家A股公司披露了2022年前三季度业绩预告，15家预喜。立讯精密、盐津铺子等行业头部公司预计前三季度业绩表现较好。业内人士表示，光伏、锂电材料、储能等赛道高景气度有望延续，相关上市公司将受益。
2022-09-01 13:50:50,  【食品加工板块快速反弹 黑芝麻2连板】黑芝麻2连板，桂发祥、五芳斋此前涨停，青岛食品、安记食品涨超8%，仲景食品、西麦食品、盐津铺子等跟涨。
2022-09-06 08:15:13,【国盛证券：短期关注零食旺季动销 中长期看困境反转机遇】国盛证券指出，短期关注零食旺季动销，中长期看困境反转机遇。1）预制及速冻：推荐主业增长稳健且第二曲线表现亮眼的安井食品、B端为主且C端逐步发力的千味央厨和成本改善释放利润弹性的立高食品。2）休闲零食：推荐有涨价传导的洽洽食品和长势能持续向上的盐津铺子，关注成本改善的甘源食品。3）连锁业态：当前疫情再度反复，市场预期逐步陷入悲观，推荐龙头地位稳固的绝味食品，建议关注改革势能向上的周黑鸭。4）乳制品：疫情扰动渐退，关注旺季动销精选防御类标的，建议关注伊利股份、新乳业和妙可蓝多。
2022-09-07 11:05:59,  【食品股快速反弹 黑芝麻涨停】黑芝麻、劲仔食品涨停，安记食品、加加食品、盐津铺子、宝立食品、甘源食品等跟涨。
2022-09-28 09:40:42,【食品加工制造板块异动拉升 紫燕食品涨停】食品加工制造板块异动拉升，紫燕食品涨停，良品铺子涨超5%，盐津铺子、佳禾食品、宝立食品、仲景食品等跟涨。
2022-10-11 13:19:56,【食品加工制造板块异动拉升 黑芝麻涨停】食品加工制造板块异动拉升，黑芝麻涨停，海欣食品、盐津铺子、劲仔食品、立高食品等跟涨。
2022-10-25 20:14:03,【盐津铺子：第三季净利8978万元 同比增长213%】盐津铺子披露三季报，公司三季度实现营业收入7.6亿元，同比增长34.73%；净利润8978.37万元，同比增长213.19%。前三季度实现净利润2.19亿元，同比增长182.85%。另外，为健全长效激励机制，公司同意浏阳辣卤玩家企业管理合伙企业（合伙人均为盐津电子商务核心骨干团队成员）对公司全资子公司湖南盐津铺子电子商务有限公司增资255万元，占增资后17%的股权。
2022-11-07 08:42:49,【国盛证券：四季度速冻、预制菜及休闲零食均进入行业旺季】国盛证券研报指出，食品饮料行业短期旺季来临，中长期把握高性价比成长机遇。四季度速冻、预制菜及休闲零食均进入行业旺季，推荐主业增长稳健且第二曲线表现亮眼的安井食品、洽洽食品，疫后需求复苏弹性较强且成本改善的立高食品，新渠道、新产品、新规格持续放量的盐津铺子，建议关注有成本改善弹性的和甘源食品。中长期看关注休闲卤味的困境反转机遇，推荐卤味龙头绝味食品和紫燕食品，关注周黑鸭。
2022-11-21 13:20:33,  【休闲食品概念股异动 良品铺子上演准“地天板”】良品铺子接近涨停上演准“地天板”，来伊份、三全食品、三只松鼠、李子园、黑芝麻、盐津铺子等跟涨。
2023-01-16 09:55:00,  【食品加工制造板块异动拉升 甘源食品涨超8%】 食品加工制造板块异动拉升，甘源食品涨超8%，五芳斋、妙可蓝多、盐津铺子、良品铺子、立高食品等跟涨。
2023-01-18 16:01:18,【盐津铺子：预计2022年净利润同比增长96%-102%】盐津铺子公告，预计2022年归母净利润2.96亿元-3.04亿元，同比增长96.36%-101.67%。
2023-01-31 09:44:02,【食品加工制造板块异动拉升 盐津铺子涨停】食品加工制造板块异动拉升，盐津铺子涨停，甘源食品、千禾味业、劲仔食品、有友食品等纷纷冲高。
2023-02-02 10:37:23,食品饮料板块走高，味知香涨停，香飘飘涨超9%，仙乐健康、盐津铺子、百龙创园、甘源食品、李子园等跟涨。
2023-02-27 16:04:25,【盐津铺子业绩快报：2022年度净利同比增长99.86%】 盐津铺子公布业绩快报，2022年度净利3.3亿元，同比增长99.86%。
2023-03-05 17:10:46,【全国人大代表、盐津铺子董事长张学武：遏制职业打假人恶意索赔行为】张学武认为，这些问题有些并不严重，但职业打假人利用惩罚性赔偿为自身牟利或借机对商家进行敲诈勒索，无孔不入的职业打假导致一些中小企业不堪重负，经营压力倍增。 高额赔偿和奖励，吸引了大量职业打假人由产品质量领域进入食品安全领域。据统计，近两年全国超过17家大型商超企业与职业打假人发生冲突，涉及金额达到数千万元；大润发门店每年发生约2000起职业索赔事件。（证券日报）
2023-03-20 09:55:20,【食品饮料板块表现低迷 多股大跌超5%】食品饮料板块盘中表现低迷，甘源食品、汤臣倍健大跌超8%，千味央厨、嘉必优、盐津铺子、麦趣尔大跌超5%。
2023-04-14 13:02:39,【盐津铺子与极之致签订战略合作协议】4月12日，盐津铺子2023战略共识会暨极之致战略合作签约仪式召开。本次战略会议上，盐津铺子与上海极之致管理咨询有限公司签订了战略合作协议，极之致将在未来三年里为盐津铺子提供管理进化、战略咨询等方面的企业顾问，为高管提供一对一教练服务，为高管成长、人才激发、组织激发等方面赋能。
2023-04-14 22:46:32,  【盐津铺子：一季度净利预增62.87%-95.44%】盐津铺子披露业绩预告，公司预计一季度归母净利润为1亿元-1.2亿元，同比增长62.87%-95.44%。公司同日发布年报，2022年营业收入28.94亿元，同比增长26.83%；归母净利润3.01亿元，同比增长100.01%；基本每股收益2.4元；拟每10股派发现金红利15元（含税），以资本公积金向全体股东每10股转增5股。
2023-04-20 09:34:50,食品等消费股开盘走低，巴比食品触及跌停，佳禾食品、科拓生物、麦趣尔、盐津铺子等纷纷下挫。
2023-04-20 16:48:43,【盐津铺子：一季度净利润同比增长81.67%】盐津铺子公告，一季度净利润1.11亿元，同比增长81.67%。
2023-04-23 15:05:32,【盐津铺子：预计全年电商绝对占比在17%-20%左右，销售业绩将实现较大幅度增长】盐津铺子近日接受机构调研时表示，自2021年下半年开始，公司电商持续步入高质量增长通道，2022年电商同比增长超200%，绝对占比约14%。2023年一季度电商绝对占比约20%，因2022年一季度基数较低原因，同比增幅达到180%以上，预计全年电商绝对占比在17%-20%左右，全年销售业绩将实现较大幅度增长。
2023-05-18 10:43:56,【盐津铺子：目前没有供应航空餐】盐津铺子在互动平台表示，公司目前没有供应航空餐。
2023-05-19 11:07:34,食品饮料等消费股震荡拉升，惠泉啤酒触及涨停，千味央厨、桂发祥涨超5%，绝味食品、盐津铺子、青岛啤酒、乐惠国际、珠江啤酒等跟涨。
2023-06-28 10:31:23,【食品加工板块异动反弹 加加食品涨停】加加食品涨停，日辰股份涨超6%，盐津铺子、千味央厨、佳禾食品、西王食品等跟涨。
2023-07-04 11:40:29,辉立证券给予盐津铺子买进的初始评级，目标价103.23元人民币。
2023-07-07 19:48:02,盐津铺子：预计上半年净利润2.4亿元-2.5亿元，同比增长86.29%-94.05%。
2023-07-11 09:13:50,【63股获券商买入评级，保利发展目标涨幅达94.49%】7月10日，共有63只个股获券商买入评级，其中23只个股公布了目标价格。按最高目标价计算，保利发展、中国中免、嘉友国际目标涨幅排名居前，涨幅分别达94.49%、85.44%、69.23%。从评级调整方向来看，56只个股评级维持不变，7只个股为首次评级。此外，有12只个股获多家券商关注，中国中免、嘉友国际、盐津铺子获评级数量居前，分别有3家、3家、2家券商给予评级。从获买入评级个股所属Wind行业来看，材料Ⅱ、汽车与汽车零部件、资本货物买入评级个股数量最多，分别有11只、7只、6只。
2023-08-02 20:09:02,【盐津铺子：2023年上半年净利润同比增长90.69%】盐津铺子披露半年报，2023年上半年公司实现营业收入18.94亿元，同比增长56.54%（调整后）；净利润2.46亿元，同比增长90.69%；基本每股收益1.29元。上半年，公司聚焦辣卤零食、深海零食、休闲烘焙、薯类零食、蛋类零食、蒟蒻果冻、果干坚果等七大核心品类，多个渠道、多个品类实现快速发展。
2023-08-03 10:05:21,【养老金二季度现身6只股前十大流通股东榜】8月3日，数据宝统计显示，养老金账户最新出现在6只个股前十大流通股东名单中，合计持股量0.44亿股，期末持股市值合计10.97亿元。二季度末养老金账户对泰和新材的持股量最多，基本养老保险基金一六零三一组合、基本养老保险基金一六零三二组合为公司第八、第一大流通股东，合计持股量为1795.32万股；其次是顺络电子，基本养老保险基金一六零三二组合为公司第六大流通股东，持股量为1191.91万股。从期末持股市值看，养老金账户期末持股市值在亿元以上的有3只股，分别是泰和新材、顺络电子、盐津铺子等。（证券时报）
2023-08-18 13:54:25,【盐津铺子：目前公司电商储备了多个大单品，预计未来在2-3月左右为周期主推1个核心新品】 盐津铺子近日接受调研时表示，近两年，公司电商渠道销售增长迅猛，2023年上半年同比增长155%，销售占比约20%。鹌鹑蛋、鱼豆腐、零食礼包等多个品类取得线上全网领先的优势。公司电商的核心竞争力主要包括产品领先与运营能力领先。目前抖音的销售在电商渠道中占比约一半左右，天猫、拼多多等渠道均取得快速增长。公司电商核心单品包括鱼豆腐、零食礼包等都有超过20个月的稳健销售。目前公司电商储备了多个大单品，预计未来在2-3月左右为周期主推1个核心新品。
2023-08-20 08:22:39,"【106股获北向资金连续5日以上增持 厦门银行获连续增持天数最多】 据证券时报，据统计，截至8月18日，沪深两市共有106只个股连续5日或5日以上获陆股通增仓。获连续增持天数最多的是厦门银行，已连续获27个交易日增持；获连续增持天数较多的还有齐鲁银行、宇通客车、丽珠集团、扬农化工、伟星新材、国泰君安、卫光生物、菜百股份、中金岭南、盐津铺子,分别获26个、25个、21个、18个、15个、15个、11个、11个、10个、10交易日增持。"
2023-08-28 11:37:25,【99股获北向资金连续5日以上增持，菜百股份获连续增持天数最多】wind统计，截至8月25日，沪深两市共有99只个股连续5日或5日以上获陆股通增仓。获连续增持天数最多的是菜百股份，已连续获16个交易日增持；获连续增持天数较多的还有中金岭南、盐津铺子、华海清科、四川成渝、国科微、东鹏饮料、神州信息、雅克科技等，分别获15个、15个、14个、13个、12个、12个、11个、11个交易日增持。
2023-09-07 07:53:42,【中泰证券：食品需求仍具备韧性 把握三条投资主线】 中泰证券研报指出，上半年，伴随消费渐进式复苏，食品板块整体呈现稳健增长态势。长期看，食品需求仍具备韧性。由此，建议把握3条投资主线：第一条推荐主线：布局具备高成长性的赛道。即便需求修复较慢，α属性仍旧突显，预制食品、复合调味品等有望持续保持高景气度。重点推荐安井食品、千味央厨、立高食品、宝立食品等。第二条推荐主线：布局管理改善的公司。重点推荐中炬高新、盐津铺子、劲仔食品、味知香等。第三条推荐主线：布局成本有望迎拐点的公司。重点推荐绝味食品、洽洽食品、安琪酵母、涪陵榨菜等。
2023-09-07 09:43:22,【兴业证券：食品板块估值处于历史低位，仍抓需求和成本两条主线】兴业证券9月7日研报指出，估值处于历史低位，仍抓需求和成本两条主线。食品板块当前整体表现为缓慢恢复，且弱复苏预期影响下，估值处于历史低位。我们建议的选股节奏如下：1）餐饮恢复预期由乐观转向平稳后业绩的释放，推荐餐饮链的安井食品、宝立食品、千味央厨等；2）消费力受损方向，推荐卤味中的绝味食品，烘焙中的立高食品，关注调味品的中炬高新、海天味业，饮料中的百润股份；3）上市公司的主动调整带来的变化，推荐净利率提升逐步兑现的新乳业，新品表现亮眼的东鹏饮料，渠道转型持续的盐津铺子，关注外埠扩张持续的千禾味业；4）当前基本面、估值双磨底且未来存在改善空间的企业，推荐成本压力待消化的洽洽食品，关注估值低位的伊利股份。
2023-09-18 20:59:52,【盐津铺子：拟回购120万股-140万股】盐津铺子公告，拟回购120万股-140万股，回购价格不超过人民币95元/股。
2023-09-19 17:46:14,【盐津铺子：拟回购120万股-140万股公司股份】盐津铺子公告，拟回购120万股-140万股公司股份，回购价格不超过95.00元/股。
2023-10-13 16:43:28,【盐津铺子：预计前三季度净利同比增78.70%～83.28%】盐津铺子公告，预计前三季度净利3.9亿元-4亿元，同比增78.70%～83.28%。
2023-10-22 15:16:02,【华鑫证券：食品板块筑底进行时 关注财报预期差标的】华鑫证券研报指出，大众品食品板块：休闲食品板块，仍受益于成本改善与零食专营渠道红利，建议关注零食专营渠道红利释放标的。软饮料板块，弱复苏和强竞争环境下考验公司渠道掌控及新品推广能力，长期关注大单品基本面强且新品推广经验丰富的标的。目前我们建议关注有边际改善以及三季报表现良好的个股，现阶段重点推荐3+3+3产品矩阵，即休闲食品三剑客（盐津铺子+甘源食品+劲仔食品）+速冻三杰（安井食品+千味央厨+三全食品）+预期差三杰（西麦食品+佳禾食品+莲花健康）。
2023-10-30 10:01:07,【国盛证券：食品饮料行业配置性价比持续显现】国盛证券研报指出，四季度是食品饮料布局较好时间点，看好2024年需求的持续改善，建议加大配置比例。当前食品饮料整体估值逐步向2020年历史低位下探，尤其大众品板块，龙头公司估值为5年以来最低点，甚至逼近10年估值低位，行业配置性价比持续显现。白酒方面，前期判断已被验证，白酒行业动销最差的时候或已过去，可关注：泸州老窖、山西汾酒、今世缘等。大众品方面，根据当前已披露的盐津铺子、劲仔食品、千味央厨等公司的三季报超预期结果判断，行业当前整体向好，可关注：天味食品、立高食品、盐津铺子等。
2023-11-08 11:20:23,【国盛证券：食品饮料大众品估值持续回落 可适时布局】国盛证券研报指出，食品饮料大众品估值持续回落，绩优个股适时布局。消费弱复苏背景下，大众品绩优个股估值持续回落，中长期布局时间点已现。食品综合板块涉猎面较广，既有抗周期的小零食又有顺周期的餐饮链，核心把握个股的成长周期和业绩兑现度。建议关注：天味食品、千味央厨、燕京啤酒、盐津铺子、安井食品等。
2023-11-10 08:16:09,【14家公司披露回购进展，阳谷华泰股东提议回购不超1亿元】Wind数据显示，11月10日，共14家公司发布股票回购相关公告。其中，1家公司股东提议回购公司股份，2家公司首次披露股票回购预案，1家公司回购方案获股东大会通过，2家公司披露股票回购实施进展，8家公司回购方案已实施完毕。从股东提议回购方案来看，当日共1家公司股东提议回购金额超千万。阳谷华泰股东提议回购金额最高，提议回购不超1.0亿元。从首次披露回购预案来看，当日共2家公司股票回购预案金额超千万。新特电气、伟思医疗、ST金时回购预案金额最高，分别拟回购不超4500.0万元、4000.0万元、3000.0万元。从股东大会通过回购预案来看，星源材质回购金额最高，拟回购不超56.99万元。从回购实施进展来看，泰恩康、伟星新材回购金额最高，分别回购499.85万元、445.35万元。从已完成回购来看，当日共6家公司回购金额超千万。精工科技、盐津铺子、鸿路钢构已完成回购金额最高，分别回购1.25亿元、1.09亿元、6827.47万元。
2023-11-22 12:58:14,国泰君安国际：给予盐津铺子超配的初始评级。
2023-11-22 15:57:44,【中信证券：关注食品饮料行业景气度修复，把握成长和底部机会】中信证券11月22日研报指出，2023年至今大众品食品整体需求恢复偏弱、盈利呈现改善趋势，部分零食企业享受渠道&新品红利成长性突出。预计2024年大众品需求表现仍取决于整体消费景气度的恢复，其中零食板块结构性成长机会相对明确；餐饮供应链受益大B稳健&小B渗透率提升，相对景气。短期维度，复苏弹性不确定性背景下建议寻找高确定性主线，推荐：（1）估值底部、受益成本弹性的洽洽食品、绝味食品；（2）拥抱高性价比消费渠道、处成长阶段的盐津铺子、劲仔食品。长期维度，关注估值底部、具备配置价值的行业龙头，推荐中炬高新、伊利股份等。
2023-11-24 16:52:41,【盐津铺子：拟投建马铃薯全粉智能化生产加工项目】盐津铺子公告，拟使用自筹资金1亿元在新疆生产建设兵团第九师巴克图经济技术开发区投资建设马铃薯全粉智能化生产加工项目。
2023-11-27 16:30:14,【浙商证券：大众食品渐进式回暖，关注四大投资主线】浙商证券11月27日研报指出，2023年大众食品渐进式回暖，复苏存在新的消费特点，当前板块估值具备性价比，由此总结大众品四大投资主线：基于当前消费者希望以更合适的价格获得高品质产品，重点推荐具备“高质性价比”特点的标的；基于餐饮供应链的修复，重视大B和小B在2024年修复明显的标的；基本面趋势改善明显/趋势反转的标的；估值具备性价比，亟待催化的龙头白马公司；建议关注：盐津铺子、洽洽食品、劲仔食品、中炬高新、安井食品等。
2023-12-04 11:28:41,【东海证券：零食量贩行业整合加速，规模效应逐渐显现】东海证券近日研报指出，零食量贩行业发展仍处在红利期，且行业内卷加剧。近年来新型渠道的崛起对零食企业的成本控制和供应链效益提出了更高的要求，零食企业需要更加关注一是成本下行周期下的定价策略，二是产品的差异化创新以及渠道建设。零食行业内卷加剧，量贩整合加速，规模效应逐渐显现，上游品牌入场标准提高，行业集中度向头部零食企业靠拢的逻辑得以验证。随着零食市场规模不断扩大及行业集中度提升，产品成长逻辑强、品牌及规模效应显著、渠道扩展增速较快的头部企业将优先受益，建议关注：盐津铺子、甘源食品、劲仔食品等。
2023-12-18 18:16:32,【盐津铺子3.5亿元入股零食很忙】12月18日，盐津铺子(SZ:002847)通过控股股东湖南盐津铺子控股有限公司出资3.5亿元入股零食很忙，入股比例不详，后者是目前国内第一梯队的零食量贩店连锁品牌，在全国门店数量突破4000家。盐津铺子对外披露，截至今年上半年，其在零食量贩渠道方面的收入占比已达17%，约为3.24亿元。其中盐津铺子通过零食很忙实现的销售额达2.08亿元，且第三季度销售收入继续高速增长。
2023-12-18 19:27:00,【好想你、盐津铺子控股共同投资零食很忙集团10.5亿元】好想你、盐津铺子控股、零食很忙、赵一鸣零食已签署战略合作投资协议，宣布好想你和盐津铺子控股分别向零食很忙集团投资7亿人民币和3.5亿人民币。
2023-12-19 17:49:28,【良品铺子回应零食很忙获注资：将坚持诉讼维权】据新京报，12月18日，盐津铺子控股与好想你注资量贩零食企业零食很忙集团，在行业引发热议。12月19日，针对此事，休闲食品企业良品铺子方面回应称，这次投资金额超10.5亿元，从相关事项的常规流程来看，都显得“不可思议”，将坚持诉讼维权。
2023-12-22 15:32:13,【天风证券：维持盐津铺子“买入”评级，渠道端有望持续高增】天风证券研报指出，盐津铺子(002847.SZ)的控股股东湖南盐津铺子控股有限公司日前与好想你宣布分别拟向零食很忙集团增资3.5亿元和7.0亿元。在本次增资后，公司有望加强和巩固与量贩零食渠道龙头的合作关系，借助其强大的线下渠道、客户基础、消费者信息反馈等，促进产品创新和业绩提升；同时将优质产品通过零食很忙、赵一鸣系统门店交付消费者，在助力渠道继续高速发展的同时，有望迅速提升公司产品的市场占有率。展望明年，看好公司在量贩渠道不断实现合作系统数量的增加以及进店sku种类的拓展；产品端，预计魔芋、鹌鹑蛋这两大单品明年有望继续维持高增。考虑到公司未来产品端、渠道端有望持续高增，维持“买入”评级。
2023-12-28 15:09:13,【首创证券：关注食品饮料企业内部的积极变化】在食品饮料行业整体预期增速放缓的背景下，未来更多关注企业内部的积极变化，包括顺应流量、渠道端新变革带来的原有竞争格局重塑，以及顺应新人群需求崛起或局部细分品类的消费升级带来的产品创新和品类扩张机会。建议关注休闲零食龙头，随着渠道和产品积极变革，全年向上趋势有望持续，业绩持续高增可期；休闲零食建议关注劲仔食品、甘源食品、盐津铺子等；餐饮供应链建议关注佳禾食品、熊猫乳品等。
2024-01-05 21:01:51,【盐津铺子：预计2023年净利同比增65.84% ～ 69.16%】盐津铺子公告，预计2023年净利5亿元-5.1亿元，同比增65.84% ～ 69.16%。
2024-01-08 14:49:04,【东海证券：零食行业量贩整合加速，规模效应逐渐显现】近年来新型渠道的崛起对零食企业的成本控制和供应链效益提出了更高的要求，零食企业需要更加关注一是成本下行周期下的定价策略，二是产品的差异化创新以及渠道建设。零食行业内卷加剧，量贩整合加速，规模效应逐渐显现，上游品牌入场标准提高，行业集中度向头部零食企业靠拢的逻辑得以验证。随着零食市场规模不断扩大及行业集中度提升，产品成长逻辑强、品牌及规模效应显著、渠道扩展增速较快的头部企业将优先受益，建议关注：盐津铺子、甘源食品、劲仔食品等。
2024-01-09 04:56:26,【2023年业绩预告“启幕”：深市消费行业公司“暖意浓”】Wind数据显示，截至1月6日，A股已有67家上市公司率先披露2023年年度业绩预告。其中，有44家公司业绩预喜，占已经披露业绩预告的公司总数的65.67%。分市场来看，33家深市企业预告了2023年业绩，24家企业业绩预喜，占比超过七成，消费行业公司表现亮眼。其中，燕京啤酒预计净利润同比增长63.22%至94.44%，盐津铺子预增65.84%至69.16%，格力电器预增10.2%至19.6%。（中证报）
2024-01-17 10:48:04,【信达证券：关注量贩零食折扣业态的投资机会】信达证券1月17日研报指出，关注折扣业态的投资机会。量贩零食本质为单品类的折扣业态，第一梯队品牌万辰集团当前在华东和华北具备区位优势，管理团队体现出敏锐的战略决策力，后续有望进一步提升市占率，建议关注：三只松鼠、良品铺子等。厂商端，休闲食品行业仍存在大量细分品类整合的红利，体现为头部细分品类渠道渗透率持续提升，关注积极拥抱新折扣渠道及具备细分品类红利的品牌的投资机会，建议关注：盐津铺子、甘源食品、劲仔食品等。
