datetime,content,title,stock_code,stock_name,industry,matched_keyword,fetch_date,analysis_time,news_index,sentiment,direct_impact_score,direct_impact_desc,indirect_impact_score,indirect_impact_desc,certainty,time_to_effect,overall_score,risk_factors,action_suggestion
2022-01-03 15:26:36,【摩根大通：将建设银行目标价由8.2港元下调至8港元，评级超配】摩根大通发表报告，将对建设银行2021年、2022年、2023年的盈利预测分别提高0.3%、0.7%、0.7%，以反映人民银行去年12月公布的下调贷款市场报价利率(LPR)5个基点的因素。该行对建行正常化的凈资产收益率预测，从9.5%下调至9.3%，将目标价由8.2港元降至8港元，维持超配评级。,,601939,建设银行,商业银行,建设银行,2022-01-03,2025-10-12 23:43:08,1,中性偏负面,-1,摩根大通下调建设银行目标价，但小幅上调盈利预测,0,主要影响建设银行本身，对行业整体影响有限,0.9,1周内,-1,LPR下调可能影响银行净息差,关注银行股净息差变化
2022-01-03 14:55:10,【宁德时代一行到访有色协会】近日，中国有色金属工业协会党委常委、副会长兼秘书长贾明星在协会本部会见宁德时代新能源科技股份有限公司党委第一书记、董事长助理孟祥峰一行。双方围绕海外镍、钴、锂资源开发和新能源汽车电池行业发展等进行了深入交流，同时针对未来双方合作、国内锂资源开发、电池综合回收利用等交换了意见。,,300750,宁德时代,新能源电池,宁德时代,2022-01-03,2025-10-12 23:43:08,2,中性偏正面,2,宁德时代与有色协会交流，有利于资源获取和回收利用,1,对新能源电池行业整体有积极影响,0.6,3个月以上,2,资源开发周期长，不确定性较高,关注公司资源布局进展
2022-01-03 14:43:34,【1月市场向上可期 大金融、白酒获看好】截至1月3日发稿，已有安信证券、国泰君安、中信建投、中国银河等24家券商发布了2022年1月投资组合，其推荐的近200只A股及港股金股中，贵州茅台再度成为券商最看好个股，电力设备、医药生物等行业金股也较为扎堆。对于2022年1月行情，多数券商态度较为乐观，认为市场向上可期，备受关注的“春季躁动”行情也有望继续上演；从行业布局方向看，新基建、消费等领域均值得把握。（中国证券报）,,600519,贵州茅台,白酒行业,贵州茅台,2022-01-03,2025-10-12 23:43:08,3,正面,3,贵州茅台被多家券商列为最看好个股,1,对白酒行业整体有积极影响,0.7,1个月内,3,券商观点可能与实际市场表现有差异,关注春季行情表现
2022-01-03 11:33:39,恒生科技指数跌1%，阿里健康、平安好医生跌近6%，华虹半导体跌超4%，阿里巴巴跌近4%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-03,2025-10-12 23:43:08,4,负面,-3,阿里巴巴股价下跌近4%,-2,恒生科技指数整体下跌，科技股承压,1.0,立即,-4,科技股整体面临调整压力,短期谨慎观望
2022-01-03 10:08:19,港股电子烟概念股走低，思摩尔国际、中国波顿跌近4%，比亚迪电子跌近3%。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-03,2025-10-12 23:43:08,5,负面,-2,比亚迪电子股价下跌近3%,-1,电子烟概念股整体走低,1.0,立即,-2,电子烟行业面临监管不确定性,关注行业政策变化
2022-01-03 09:46:16,港股医药外包概念股齐挫，昭衍新药、泰格医药跌5%，药明生物跌近4%，康龙化成跌2.58%，药明康德转跌近2%。,,603259,药明康德,医药研发服务,药明康德,2022-01-03,2025-10-12 23:43:08,6,负面,-2,药明康德股价下跌近2%,-2,医药外包概念股整体下跌,1.0,立即,-3,医药外包行业面临政策不确定性,关注行业政策变化
2022-01-03 09:32:07,恒生科技指数盘初涨1%，快手涨3.33%，美团涨2.22%，腾讯控股涨1.23%。,,00700,腾讯控股,互联网科技,腾讯控股,2022-01-03,2025-10-12 23:43:08,7,正面,2,腾讯控股股价上涨1.23%,1,恒生科技指数整体上涨,1.0,立即,2,科技股波动性较大,可适当关注
2022-01-03 09:32:07,恒生科技指数盘初涨1%，快手涨3.33%，美团涨2.22%，腾讯控股涨1.23%。,,00700,腾讯控股,互联网科技,腾讯控股,2022-01-03,2025-10-12 23:43:08,8,正面,2,腾讯控股股价上涨1.23%,1,恒生科技指数整体上涨,1.0,立即,2,科技股波动性较大,可适当关注
2022-01-03 09:30:04,港股药明康德涨近5%，药明康德港交所公告称，自2022年1月1日起公司高级财务副总裁施明女士晋升公司首席财务官。,,603259,药明康德,医药研发服务,药明康德,2022-01-03,2025-10-12 23:43:08,9,正面,3,药明康德股价上涨近5%，高管晋升,0,主要影响公司本身，对行业影响有限,1.0,立即,3,高管变动可能带来管理不确定性,关注新CFO对公司战略的影响
2022-01-04 17:51:49,中信证券(06030.HK)：全年净利润初步数据为至少176亿元人民币。,,600030,中信证券,证券业,中信证券,2022-01-04,2025-10-12 23:43:08,10,正面,4,中信证券全年净利润至少176亿元人民币,1,对证券行业整体有积极影响,0.9,1个月内,4,业绩数据为初步数据，可能存在调整,关注正式财报数据
2022-01-04 13:33:20,机场航运板块异动拉升，中国国航涨超3%，白云机场、华夏航空、南方航空、中国东航等跟涨。消息称，自2022年1月5日零时起，取消征收国内航线燃油附加费。,,601111,中国国航,航空运输,中国国航,2022-01-04,2025-10-12 23:49:00,1,中性,3,取消征收国内航线燃油附加费将直接降低航空公司的运营成本，提高利润率,2,利好整个航空运输行业，可能刺激更多旅客选择航空出行,1.0,立即,5.0,燃油价格波动可能抵消部分利好,关注公司后续业绩表现及燃油价格走势
2022-01-04 13:33:20,机场航运板块异动拉升，中国国航涨超3%，白云机场、华夏航空、南方航空、中国东航等跟涨。消息称，自2022年1月5日零时起，取消征收国内航线燃油附加费。,,600029,南方航空,航空运输,南方航空,2022-01-04,2025-10-12 23:49:00,2,中性,3,取消征收国内航线燃油附加费将直接降低南方航空的运营成本，提高利润率,2,利好整个航空运输行业，可能刺激更多旅客选择航空出行,1.0,立即,5.0,燃油价格波动可能抵消部分利好,关注公司后续业绩表现及燃油价格走势
2022-01-04 13:29:39,【机场航运板块异动拉升】机场航运板块异动拉升，中国国航涨超3％，白云机场、华夏航空、南方航空、中国东航等跟涨。,,601111,中国国航,航空运输,中国国航,2022-01-04,2025-10-12 23:49:00,3,中性,0,仅描述板块异动，未提供实质性信息,1,表明市场对航空板块有一定关注，但缺乏具体利好或利空因素,0.3,立即,0.3,市场情绪波动可能导致股价短期波动,关注后续是否有实质性利好消息出台
2022-01-04 13:29:39,【机场航运板块异动拉升】机场航运板块异动拉升，中国国航涨超3％，白云机场、华夏航空、南方航空、中国东航等跟涨。,,600029,南方航空,航空运输,南方航空,2022-01-04,2025-10-12 23:49:00,4,中性,0,仅描述板块异动，未提供实质性信息,1,表明市场对航空板块有一定关注，但缺乏具体利好或利空因素,0.3,立即,0.3,市场情绪波动可能导致股价短期波动,关注后续是否有实质性利好消息出台
2022-01-04 11:31:48,"上证综指午盘收跌0.35%，报3627.10点。 药明康德对指数下跌拖累最大，下跌8.7%。 昊华科技跌幅最大，下跌10.0%。午盘交易中，1,750支股票中516支下跌，1,201支上涨；5个类股中2个类股走低，以工业股为首。",,603259,药明康德,医药研发服务,药明康德,2022-01-04,2025-10-12 23:49:00,5,负面,-4,药明康德对指数下跌拖累最大，表明公司股价表现不佳，可能存在负面因素,-2,CRO板块整体表现不佳，可能反映行业面临一定压力,0.8,立即,-6.0,行业政策变化、市场竞争加剧,谨慎观望，关注公司基本面是否发生变化
2022-01-04 10:23:51,【中国中车：IGBT模块产品已为部分新能源汽车企业批量供货】中国中车(01766.HK)在互动平台表示，公司IGBT模块产品型谱覆盖750V-6500V全电压等级，已为部分新能源汽车企业批量供货，车用IGBT模块采用自主芯片，主要用于新能源车电驱系统。公司拥有8寸IGBT芯片线，目前没有12寸晶圆产线。,,601766,中国中车,轨道交通装备,中国中车,2022-01-04,2025-10-12 23:49:00,6,正面,4,中国中车IGBT模块产品已为部分新能源汽车企业批量供货，开辟新业务增长点,3,有利于公司在新能源汽车产业链中的布局，提升整体竞争力,0.9,3个月内,6.3,新业务拓展不及预期，市场竞争加剧,积极关注，可考虑逢低布局
2022-01-04 10:23:51,【中国中车：IGBT模块产品已为部分新能源汽车企业批量供货】中国中车(01766.HK)在互动平台表示，公司IGBT模块产品型谱覆盖750V-6500V全电压等级，已为部分新能源汽车企业批量供货，车用IGBT模块采用自主芯片，主要用于新能源车电驱系统。公司拥有8寸IGBT芯片线，目前没有12寸晶圆产线。,,601766,中国中车,轨道交通装备,中国中车,2022-01-04,2025-10-12 23:49:00,7,正面,4,中国中车IGBT模块产品已为部分新能源汽车企业批量供货，开辟新业务增长点,3,有利于公司在新能源汽车产业链中的布局，提升整体竞争力,0.9,3个月内,6.3,新业务拓展不及预期，市场竞争加剧,积极关注，可考虑逢低布局
2022-01-04 10:20:08,  比亚迪宣布，捐赠现金及物资4000万元驰援西安。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-04,2025-10-12 23:49:00,8,中性,0,捐赠行为对公司财务影响有限，属于社会责任行为,1,提升品牌形象，可能带来长期正面效应,0.7,6个月以上,0.7,捐赠可能对短期现金流产生轻微影响,关注公司主营业务表现，捐赠行为对股价影响有限
2022-01-04 09:41:04,CRO板块早盘领跌，凯莱英跌超8%，康龙化成、博腾股份、药石科技、九洲药业、药明康德等跌超4%。,,603259,药明康德,医药研发服务,药明康德,2022-01-04,2025-10-12 23:49:00,9,负面,-4,CRO板块早盘领跌，药明康德跌超4%，表明市场对行业前景担忧,-3,整个CRO板块表现疲软，可能反映行业面临系统性风险,0.9,立即,-6.3,行业政策变化、国际关系紧张,谨慎观望，等待行业企稳信号
2022-01-04 09:41:04,CRO板块早盘领跌，凯莱英跌超8%，康龙化成、博腾股份、药石科技、九洲药业、药明康德等跌超4%。,,603259,药明康德,医药研发服务,药明康德,2022-01-04,2025-10-12 23:49:00,10,负面,-4,CRO板块早盘领跌，药明康德跌超4%，表明市场对行业前景担忧,-3,整个CRO板块表现疲软，可能反映行业面临系统性风险,0.9,立即,-6.3,行业政策变化、国际关系紧张,谨慎观望，等待行业企稳信号
2022-01-04 09:23:25,恒腾网络开涨4.9%，计划与腾讯控股展开游戏业务合作。,,00700,腾讯控股,互联网科技,腾讯控股,2022-01-04,2025-10-12 23:49:17,1,中性,3,腾讯与恒腾网络的游戏业务合作可能带来新的收入来源，但具体影响取决于合作规模和分成比例,1,游戏行业合作可能增强腾讯在游戏生态中的地位，但影响有限,0.7,1个月内,2.8,合作效果不及预期，市场竞争加剧,关注合作细节和后续进展，可适度持有观望
2022-01-04 09:22:30,港股恒指高开涨0.54％，国企指数涨0.56％。银行股、保险股造好；比亚迪股份(01211.HK)涨超4%，2021年新能源汽车销量同比增长218.3%。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-04,2025-10-12 23:49:17,2,积极,4,比亚迪新能源汽车销量同比增长218.3%，直接反映公司业务强劲增长,2,新能源汽车行业整体向好，比亚迪作为龙头受益于行业增长,0.9,立即,5.4,原材料价格上涨，竞争加剧,积极关注，可考虑增持
2022-01-04 09:17:54,  【中信证券：预计美妆品牌商将持续分化】中信证券指出，中展望2022年，预计美妆品牌商将持续分化，龙头企业能否在全年呈现良好收益同时取决于主品牌增长（贡献业绩）和新品牌培育（贡献估值）；医美品牌商需重点关注产品梯队建设和差异化新品的表现。维持行业“强于大势”评级。投资主线一：主品牌业绩增长确定性强、新品牌矩阵可期的贝泰妮、珀莱雅；主线二：中长期成长空间广阔、强产品力的华熙生物、鲁商发展；主线三：化妆品产业链中上游的科思股份、壹网壹创。,,600030,中信证券,证券业,中信证券,2022-01-04,2025-10-12 23:49:17,3,中性,0,中信证券发布的美妆行业分析报告与公司自身业务无直接关系,1,作为证券公司，行业分析报告可能提升其在投研领域的声誉，但影响有限,0.8,1周内,0.8,报告影响力不及预期,影响有限，维持原有策略
2022-01-04 09:17:54,  【中信证券：预计美妆品牌商将持续分化】中信证券指出，中展望2022年，预计美妆品牌商将持续分化，龙头企业能否在全年呈现良好收益同时取决于主品牌增长（贡献业绩）和新品牌培育（贡献估值）；医美品牌商需重点关注产品梯队建设和差异化新品的表现。维持行业“强于大势”评级。投资主线一：主品牌业绩增长确定性强、新品牌矩阵可期的贝泰妮、珀莱雅；主线二：中长期成长空间广阔、强产品力的华熙生物、鲁商发展；主线三：化妆品产业链中上游的科思股份、壹网壹创。,,600030,中信证券,证券业,中信证券,2022-01-04,2025-10-12 23:49:17,4,中性,0,重复新闻3，无新增信息,1,重复新闻3，无新增信息,0.8,1周内,0.8,重复信息无新价值,维持原有策略
2022-01-04 09:17:54,  【中信证券：预计美妆品牌商将持续分化】中信证券指出，中展望2022年，预计美妆品牌商将持续分化，龙头企业能否在全年呈现良好收益同时取决于主品牌增长（贡献业绩）和新品牌培育（贡献估值）；医美品牌商需重点关注产品梯队建设和差异化新品的表现。维持行业“强于大势”评级。投资主线一：主品牌业绩增长确定性强、新品牌矩阵可期的贝泰妮、珀莱雅；主线二：中长期成长空间广阔、强产品力的华熙生物、鲁商发展；主线三：化妆品产业链中上游的科思股份、壹网壹创。,,600030,中信证券,证券业,中信证券,2022-01-04,2025-10-12 23:49:17,5,中性,0,重复新闻3和4，无新增信息,1,重复新闻3和4，无新增信息,0.8,1周内,0.8,重复信息无新价值,维持原有策略
2022-01-04 09:09:45,【国家电网公司数字人民币智能合约赋能光伏结算场景首单落地】近日，由国网雄安金融科技集团有限公司、国网河北省电力有限公司、国网国际融资租赁有限公司(河北分公司)、中国工商银行(北京分行、河北分行)联合攻关的数字人民币智能合约赋能光伏结算场景，实现全国首单落地。电力公司为用户结算光伏发电收入后，依托数字人民币智能合约将定向向设备出租公司支付租金，剩余收益由农户全额享有，充分保障农户无忧享受光伏收益的同时，有效防范了金融机构的资金回收风险，提高了结算效率。,,601398,工商银行,银行业,工商银行,2022-01-04,2025-10-12 23:49:17,6,中性,2,工商银行参与数字人民币光伏结算项目，可能带来新的业务机会,1,数字人民币应用场景扩展，对银行业整体有积极影响,0.7,3个月内,2.1,项目规模有限，推广速度不及预期,关注数字人民币业务发展，可适度持有
2022-01-05 17:39:49,【贵州茅台今日大宗交易成交0.45万股，成交价2051.23元】上交所5日披露的数据显示，贵州茅台今日大宗交易成交0.45万股，成交价2051.23元，溢价1.35%。（证券时报网）,,600519,贵州茅台,白酒行业,贵州茅台,2022-01-05,2025-10-12 23:49:17,7,中性,1,贵州茅台大宗交易溢价1.35%，显示市场对公司价值认可,0,对白酒行业整体影响有限,0.6,立即,0.6,交易量较小，代表性有限,短期波动，长期趋势不变，可继续持有
2022-01-05 17:30:36,【北向资金今日净买入30亿元 兆易创新净卖出金额5亿元】北向资金今日净买入30.46亿元。兴业银行、伊利股份、宁德时代分别获净买入5.38亿元、4.64亿元、3.77亿元。兆易创新净卖出额居首，金额为5.24亿元。,,300750,宁德时代,新能源电池,宁德时代,2022-01-05,2025-10-12 23:49:17,8,积极,4,北向资金净买入宁德时代3.77亿元，显示外资看好公司前景,1,新能源电池行业持续受资金青睐，行业地位稳固,0.8,立即,4.4,资金流向可能变化，行业竞争加剧,外资流入积极信号，可考虑增持
2022-01-05 17:30:36,【北向资金今日净买入30亿元 兆易创新净卖出金额5亿元】北向资金今日净买入30.46亿元。兴业银行、伊利股份、宁德时代分别获净买入5.38亿元、4.64亿元、3.77亿元。兆易创新净卖出额居首，金额为5.24亿元。,,600887,伊利股份,乳制品制造,伊利股份,2022-01-05,2025-10-12 23:49:17,9,积极,4,北向资金净买入伊利股份4.64亿元，显示外资看好公司前景,1,乳制品行业龙头地位稳固，品牌价值受认可,0.8,立即,4.4,资金流向可能变化，原材料成本上涨,外资流入积极信号，可考虑增持
2022-01-05 17:30:36,【北向资金今日净买入30亿元 兆易创新净卖出金额5亿元】北向资金今日净买入30.46亿元。兴业银行、伊利股份、宁德时代分别获净买入5.38亿元、4.64亿元、3.77亿元。兆易创新净卖出额居首，金额为5.24亿元。,,300750,宁德时代,新能源电池,宁德时代,2022-01-05,2025-10-12 23:49:17,10,积极,4,北向资金净买入宁德时代3.77亿元，显示外资看好公司前景,1,新能源电池行业持续受资金青睐，行业地位稳固,0.8,立即,4.4,资金流向可能变化，行业竞争加剧,外资流入积极信号，可考虑增持
2022-01-05 17:30:36,【北向资金今日净买入30亿元 兆易创新净卖出金额5亿元】北向资金今日净买入30.46亿元。兴业银行、伊利股份、宁德时代分别获净买入5.38亿元、4.64亿元、3.77亿元。兆易创新净卖出额居首，金额为5.24亿元。,,600887,伊利股份,乳制品制造,伊利股份,2022-01-05,2025-10-12 23:49:41,1,中性,1,北向资金净买入4.64亿元，表明短期资金面支持，但对公司基本面无直接影响,0,对乳制品行业整体无显著影响,0.8,立即,1.0,资金流向可能受市场情绪影响波动,关注北向资金持续流入情况，结合公司基本面判断投资时机
2022-01-05 17:23:35,"【温氏股份：12月销售肉鸡收入28.82亿元，销售肉猪收入22.91亿元】温氏股份公告，12月销售肉鸡9,558.39万只，收入28.82亿元，毛鸡销售均价14.60元/公斤，环比变动分别为-7.22%、-3.48%、1.60%，同比变动分别为1.83%、19.14%、11.20%。12月销售肉猪122.70万头，收入22.91亿元，毛猪销售均价16.21元/公斤，环比变动分别为2.63%、-5.21%、-5.70%，同比变动分别为37.93%、-34.39%、-50.2%。",,300498,温氏股份,畜牧养殖,温氏股份,2022-01-05,2025-10-12 23:49:41,2,中性,0,12月销售数据公布，肉鸡收入环比下降3.48%，肉猪收入环比下降5.21%，反映短期价格波动,1,生猪价格同比下跌50.2%，反映行业整体面临价格下行压力,0.9,1个月内,1.0,猪肉价格持续下跌可能影响公司盈利能力,关注生猪价格走势及公司成本控制能力
2022-01-05 16:57:05,【中国电信、中国联通联合发布自研的共建共享区块链调度平台】中国电信和中国联通联合发布自主研发的共建共享区块链调度平台。据介绍，该平台打造了联合数据管理、联合网络规划、联合建设调度、联合运营分析、联合办公协同五大应用，赋能共建、共享、共维、共优全流程。平台全球首创了基于区块链的跨运营商5G运营调度系统、跨运营商区块链BaaS联盟、跨运营商大数据无线网精准规划三大创新，为共建共享各方建立了平等互信的基础。,,600050,中国联通,电信运营,中国联通,2022-01-05,2025-10-12 23:49:41,3,积极,3,与中国电信联合发布区块链调度平台，有利于提升网络运营效率，降低成本,2,推动电信行业共建共享模式发展，提升行业整体运营效率,0.7,3个月内,3.5,技术落地效果存在不确定性,关注平台实际应用效果及对公司运营成本的改善
2022-01-05 16:57:05,【中国电信、中国联通联合发布自研的共建共享区块链调度平台】中国电信和中国联通联合发布自主研发的共建共享区块链调度平台。据介绍，该平台打造了联合数据管理、联合网络规划、联合建设调度、联合运营分析、联合办公协同五大应用，赋能共建、共享、共维、共优全流程。平台全球首创了基于区块链的跨运营商5G运营调度系统、跨运营商区块链BaaS联盟、跨运营商大数据无线网精准规划三大创新，为共建共享各方建立了平等互信的基础。,,601728,中国电信,电信运营,中国电信,2022-01-05,2025-10-12 23:49:41,4,积极,3,与中国联通联合发布区块链调度平台，有利于提升网络运营效率，降低成本,2,推动电信行业共建共享模式发展，提升行业整体运营效率,0.7,3个月内,3.5,技术落地效果存在不确定性,关注平台实际应用效果及对公司运营成本的改善
2022-01-05 16:36:33,【中国移动今日涨0.52% 4家机构专用席位净卖出5.01亿元】中国移动今日涨0.52%，成交额152.59亿元，换手率54.29%，盘后龙虎榜数据显示，1家机构专用席位净买入4.35亿元，4家机构专用席位净卖出5.01亿元。,,600941,中国移动,电信运营,中国移动,2022-01-05,2025-10-12 23:49:41,5,中性,0,机构席位净卖出5.01亿元，但股价仍上涨0.52%，反映市场分歧,0,对电信行业整体无显著影响,0.6,立即,0.0,机构持仓变动可能预示短期波动,关注机构持仓变化及公司基本面数据
2022-01-05 16:10:02,【港股恒指收跌1.6% 恒生科技指数重挫4.6%续刷记录新低】恒指收跌1.64%，恒生科技指数收跌4.63%，创去年7月以来最大单日跌幅。互联网科技股领跌，美团、哔哩哔哩大跌超10%。电信股、石油股逆市上扬，中国移动涨超3%。中国华融上市首日大跌50%。商汤收跌15%。,,600941,中国移动,电信运营,中国移动,2022-01-05,2025-10-12 23:49:41,6,积极,2,港股市场大跌背景下，中国移动逆市涨超3%，显示相对抗跌性,1,电信板块在市场调整中表现相对稳健,0.8,立即,2.4,市场整体下行风险仍存,关注公司相对防御性表现及股息率优势
2022-01-05 16:10:02,【港股恒指收跌1.6% 恒生科技指数重挫4.6%续刷记录新低】恒指收跌1.64%，恒生科技指数收跌4.63%，创去年7月以来最大单日跌幅。互联网科技股领跌，美团、哔哩哔哩大跌超10%。电信股、石油股逆市上扬，中国移动涨超3%。中国华融上市首日大跌50%。商汤收跌15%。,,600941,中国移动,电信运营,中国移动,2022-01-05,2025-10-12 23:49:41,7,积极,2,港股市场大跌背景下，中国移动逆市涨超3%，显示相对抗跌性,1,电信板块在市场调整中表现相对稳健,0.8,立即,2.4,市场整体下行风险仍存,关注公司相对防御性表现及股息率优势
2022-01-05 15:50:07,【比亚迪、明阳智能等入股新材料公司先导薄膜】天眼查显示，先导薄膜材料有限公司于2021年12月31日发生工商变更，新增股东包括比亚迪、中国石化集团资本有限公司、明阳智能等。公司官网介绍，先导薄膜致力于研发、生产、销售和回收真空镀膜用溅射靶材和蒸发材料，产品系列包括高纯金属、合金、贵金属及陶瓷材料所制成的靶材、锭、颗粒及粉末，被广泛应用于显示、光伏、半导体、精密光学、数据存储及玻璃等领域。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-05,2025-10-12 23:49:41,8,积极,2,入股先导薄膜材料，有利于保障新能源汽车关键材料供应,1,推动新能源汽车产业链上游材料发展,0.7,6个月以上,2.1,投资回报周期较长,关注材料技术突破及对公司供应链的整合效果
2022-01-05 15:50:07,【比亚迪、明阳智能等入股新材料公司先导薄膜】天眼查显示，先导薄膜材料有限公司于2021年12月31日发生工商变更，新增股东包括比亚迪、中国石化集团资本有限公司、明阳智能等。公司官网介绍，先导薄膜致力于研发、生产、销售和回收真空镀膜用溅射靶材和蒸发材料，产品系列包括高纯金属、合金、贵金属及陶瓷材料所制成的靶材、锭、颗粒及粉末，被广泛应用于显示、光伏、半导体、精密光学、数据存储及玻璃等领域。,,600028,中国石化,石油化工,中国石化,2022-01-05,2025-10-12 23:49:41,9,积极,2,入股先导薄膜材料，拓展新材料领域布局,1,推动能源化工行业向新材料领域延伸,0.7,6个月以上,2.1,投资回报周期较长,关注新材料业务发展及对公司战略转型的贡献
2022-01-05 15:39:56,【恒瑞医药：两药品临床试验获批】恒瑞医药公告，甲磺酸阿帕替尼片、SHR-1701注射液获得药物临床试验批准通知书。,,600276,恒瑞医药,化学制药,恒瑞医药,2022-01-05,2025-10-12 23:49:41,10,积极,3,两药品临床试验获批，有利于丰富公司产品管线，提升未来收入潜力,1,推动创新药行业发展，提升行业整体研发水平,0.9,1年内,3.6,临床试验结果存在不确定性,关注临床试验进展及药品获批预期
